Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Refund Type,Root Cause,Customer Contacted
DH000218,PET000218,CL000151,2025-02-28,93.05,Cancelled,Retentions,RET020,Cancellation Before Premium Due,Waiting for Information,No
DH000219,PET000219,CL000137,2025-02-28,31.56,Void,Retentions,RET009,Death of Pet,Payment Date Misunderstood,Yes
DH000220,PET000220,CL000168,2025-02-28,8.73,Cancelled,Claims,CLM007,Death of Pet,Payment Date Misunderstood,No
DH000221,PET000221,CL000197,2025-02-28,5.4,Cancelled,Retentions,RET016,Cancellation Before Premium Due,Waiting for Information,No
DH000222,PET000222,CL000118,2025-02-28,84.87,Void,Claims,CLM007,Cancellation from Renewal (Void),Waiting for Information,No
DH000223,PET000223,CL000073,2025-02-28,33.12,Cancelled,Customer Service,CS011,Death of Pet,Waiting for Information,Yes
DH000224,PET000224,CL000041,2025-02-28,10.04,Void,Retentions,RET023,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000225,PET000225,CL000024,2025-02-28,62.53,Cancelled,Retentions,RET013,Cancellation Before Premium Due,Waiting for Information,No
DH000226,PET000226,CL000025,2025-02-28,5.03,Cancelled,Customer Service,CS001,Cancellation Before Premium Due,Waiting for Information,No
DH000227,PET000227,CL000034,2025-02-28,19.17,Void,Retentions,RET012,Death of Pet,Agent Forgot,Yes
DH000228,PET000228,CL000037,2025-02-28,5.85,Cancelled,Retentions,RET012,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000229,PET000229,CL000056,2025-02-28,1.45,Void,Customer Service,CS013,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000230,PET000230,CL000022,2025-02-28,34.04,Void,Retentions,RET023,Cancellation from Renewal (Void),Agent Forgot,Yes
DH000231,PET000231,CL000131,2025-02-28,25.68,Cancelled,Customer Service,CS008,Death of Pet,Payment Date Misunderstood,Yes
DH000232,PET000232,CL000004,2025-02-28,286.79,Cancelled,Customer Service,CS012,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH000233,PET000233,CL000018,2025-02-28,2.55,Cancelled,Complaints,CMP004,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000234,PET000234,CL000022,2025-02-28,76.89,Void,Retentions,RET030,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000235,PET000235,CL000196,2025-02-28,84.06,Void,Customer Service,CS008,Death of Pet,Payment Date Misunderstood,No
DH000236,PET000236,CL000171,2025-02-28,87.04,Void,Customer Service,CS006,Cancellation from Renewal (Void),Agent Forgot,No
DH000237,PET000237,CL000043,2025-02-28,39.99,Cancelled,Customer Service,CS004,Death of Pet,Payment Date Misunderstood,No
DH000238,PET000238,CL000161,2025-02-28,4.82,Cancelled,Customer Service,CS012,Death of Pet,Payment Date Misunderstood,No
DH000239,PET000239,CL000131,2025-02-28,8.66,Void,Retentions,RET030,Death of Pet,Payment Date Misunderstood,No
DH000240,PET000240,CL000168,2025-02-28,22.88,Cancelled,Retentions,RET003,Death of Pet,Payment Date Misunderstood,No
DH000241,PET000241,CL000012,2025-02-28,113.79,Cancelled,Claims,CLM006,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000242,PET000242,CL000078,2025-02-28,62.14,Void,Complaints,CMP002,Death of Pet,Payment Date Misunderstood,No
DH000243,PET000243,CL000178,2025-02-28,97.55,Void,Claims,CLM005,Death of Pet,Payment Date Misunderstood,No
DH000244,PET000244,CL000037,2025-02-28,54.66,Cancelled,Claims,CLM009,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000245,PET000245,CL000025,2025-02-28,35.49,Cancelled,Retentions,RET022,Death of Pet,Payment Date Misunderstood,No
DH000246,PET000246,CL000189,2025-02-28,28.12,Cancelled,Retentions,RET025,Death of Pet,Payment Date Misunderstood,No
DH000247,PET000247,CL000198,2025-02-28,22.34,Void,Retentions,RET022,Cancellation from Renewal (Void),Agent Forgot,Yes
DH000248,PET000248,CL000084,2025-02-28,7.26,Void,Retentions,RET002,Death of Pet,Payment Date Misunderstood,No
DH000249,PET000249,CL000192,2025-02-28,13.8,Void,Retentions,RET002,Death of Pet,Payment Date Misunderstood,No
DH000250,PET000250,CL000150,2025-02-28,46.7,Void,Retentions,RET021,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000251,PET000251,CL000032,2025-02-28,4.88,Cancelled,Claims,CLM007,Death of Pet,Payment Date Misunderstood,No
DH000252,PET000252,CL000072,2025-02-28,15.95,Void,Customer Service,CS021,Death of Pet,Payment Date Misunderstood,Yes
DH000253,PET000253,CL000108,2025-02-28,45.39,Cancelled,Claims,CLM001,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000254,PET000254,CL000145,2025-02-28,25.54,Void,Retentions,RET029,Death of Pet,Payment Date Misunderstood,No
DH000255,PET000255,CL000041,2025-02-28,6.74,Cancelled,Claims,CLM001,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH000256,PET000256,CL000045,2025-02-28,33.7,Cancelled,Customer Service,CS019,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000257,PET000257,CL000049,2025-02-28,90.52,Cancelled,Customer Service,CS006,Death of Pet,Payment Date Misunderstood,Yes
DH000258,PET000258,CL000085,2025-02-28,140.3,Cancelled,Claims,CLM006,Death of Pet,Refund Mailbox Delay,No
DH000259,PET000259,CL000094,2025-02-28,174.72,Cancelled,Retentions,RET004,Death of Pet,Payment Date Misunderstood,No
DH000260,PET000260,CL000125,2025-02-28,58.72,Cancelled,Customer Service,CS020,Death of Pet,Payment Date Misunderstood,No
DH000261,PET000261,CL000033,2025-02-28,10.08,Cancelled,Customer Service,CS025,Death of Pet,Waiting for Information,No
DH000262,PET000262,CL000027,2025-02-28,128.14,Cancelled,Retentions,RET011,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH000263,PET000263,CL000187,2025-02-28,72.34,Cancelled,Retentions,RET009,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000264,PET000264,CL000043,2025-02-28,74.66,Cancelled,Retentions,RET016,Death of Pet,Waiting for Information,Yes
DH000265,PET000265,CL000027,2025-02-28,2.12,Cancelled,Customer Service,CS003,Cancellation Before Premium Due,Agent Forgot,No
DH000266,PET000266,CL000168,2025-02-28,45.59,Cancelled,Retentions,RET007,Cancellation Before Premium Due,Agent Forgot,No
DH000267,PET000267,CL000073,2025-02-28,13.85,Cancelled,Customer Service,CS002,Death of Pet,Waiting for Information,No
DH000268,PET000268,CL000025,2025-02-28,2.12,Void,Claims,CLM005,Death of Pet,Payment Date Misunderstood,No
DH000269,PET000269,CL000095,2025-02-28,68.48,Cancelled,Customer Service,CS008,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000270,PET000270,CL000172,2025-02-28,31.66,Void,Customer Service,CS018,Cancellation from Renewal (Void),Waiting for Information,No
DH000271,PET000271,CL000122,2025-02-28,19.43,Void,Claims,CLM001,Death of Pet,Payment Date Misunderstood,No
DH000272,PET000272,CL000050,2025-02-28,4.52,Void,Customer Service,CS021,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000273,PET000273,CL000018,2025-02-28,5.79,Void,Claims,CLM009,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000274,PET000274,CL000108,2025-02-28,1.92,Cancelled,Customer Service,CS004,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000275,PET000275,CL000089,2025-02-28,63.21,Cancelled,Customer Service,CS016,Death of Pet,Payment Date Misunderstood,No
DH000276,PET000276,CL000102,2025-02-28,66.58,Void,Claims,CLM006,Death of Pet,Payment Date Misunderstood,No
DH000277,PET000277,CL000176,2025-02-28,8.75,Cancelled,Customer Service,CS011,Cancellation Before Premium Due,Agent Forgot,Yes
DH000278,PET000278,CL000105,2025-02-28,87.98,Void,Claims,CLM009,Death of Pet,Payment Date Misunderstood,No
DH000279,PET000279,CL000146,2025-02-28,2.33,Void,Claims,CLM004,Death of Pet,Agent Forgot,Yes
DH000280,PET000280,CL000130,2025-02-28,46.92,Void,Retentions,RET016,Death of Pet,Payment Date Misunderstood,No
DH000281,PET000281,CL000067,2025-02-28,84.45,Void,Retentions,RET019,Cancellation from Renewal (Void),Agent Forgot,No
DH000282,PET000282,CL000105,2025-02-28,44.59,Cancelled,Customer Service,CS016,Cancellation Before Premium Due,Agent Forgot,Yes
DH000283,PET000283,CL000079,2025-02-28,85.47,Cancelled,Claims,CLM008,Death of Pet,Payment Date Misunderstood,No
DH000284,PET000284,CL000002,2025-02-28,36.5,Cancelled,Retentions,RET021,Death of Pet,Payment Date Misunderstood,No
DH000285,PET000285,CL000071,2025-02-28,38.45,Void,Retentions,RET005,Cancellation from Renewal (Void),Waiting for Information,No
DH000286,PET000286,CL000170,2025-02-28,15.61,Void,Retentions,RET030,Death of Pet,Payment Date Misunderstood,No
DH000287,PET000287,CL000088,2025-02-28,61.13,Void,Claims,CLM006,Cancellation from Renewal (Void),Waiting for Information,No
DH000288,PET000288,CL000025,2025-02-28,39.64,Cancelled,Customer Service,CS006,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000289,PET000289,CL000108,2025-02-28,66.57,Void,Claims,CLM008,Cancellation from Renewal (Void),Agent Forgot,No
DH000290,PET000290,CL000050,2025-02-28,44.7,Cancelled,Retentions,RET028,Death of Pet,Payment Date Misunderstood,No
DH000291,PET000291,CL000118,2025-02-28,8.69,Cancelled,Retentions,RET006,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000292,PET000292,CL000044,2025-02-28,16.35,Cancelled,Customer Service,CS005,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000293,PET000293,CL000010,2025-02-28,39.23,Cancelled,Claims,CLM009,Death of Pet,Agent Forgot,Yes
DH000294,PET000294,CL000080,2025-02-28,4.14,Cancelled,Retentions,RET027,Death of Pet,Agent Forgot,No
DH000295,PET000295,CL000176,2025-02-28,168.55,Void,Retentions,RET007,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH000296,PET000296,CL000187,2025-02-28,142.25,Cancelled,Retentions,RET023,Death of Pet,Agent Forgot,No
DH000297,PET000297,CL000013,2025-02-28,82.68,Cancelled,Retentions,RET013,Death of Pet,Payment Date Misunderstood,No
DH000298,PET000298,CL000078,2025-02-28,14.05,Cancelled,Customer Service,CS014,Death of Pet,Payment Date Misunderstood,No
DH000299,PET000299,CL000156,2025-02-28,20.53,Cancelled,Customer Service,CS010,Death of Pet,Payment Date Misunderstood,No
DH000300,PET000300,CL000001,2025-02-28,1.35,Cancelled,Customer Service,CS003,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000301,PET000301,CL000076,2025-02-28,12.01,Void,Claims,CLM005,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000302,PET000302,CL000195,2025-02-28,50.49,Void,Retentions,RET029,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000303,PET000303,CL000088,2025-02-28,26.04,Cancelled,Retentions,RET013,Cancellation Before Premium Due,Agent Forgot,No
DH000304,PET000304,CL000179,2025-02-28,99.08,Void,Retentions,RET030,Cancellation from Renewal (Void),Agent Forgot,Yes
DH000305,PET000305,CL000092,2025-02-28,93.13,Void,Customer Service,CS005,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000306,PET000306,CL000067,2025-02-28,50.63,Void,Customer Service,CS024,Cancellation from Renewal (Void),Agent Forgot,Yes
DH000307,PET000307,CL000180,2025-02-28,71.65,Void,Customer Service,CS022,Death of Pet,Waiting for Information,No
DH000308,PET000308,CL000041,2025-02-28,28.78,Cancelled,Customer Service,CS011,Death of Pet,Payment Date Misunderstood,No
DH000309,PET000309,CL000061,2025-02-28,4.72,Void,Retentions,RET016,Death of Pet,Agent Forgot,Yes
DH000310,PET000310,CL000010,2025-02-28,10.02,Cancelled,Customer Service,CS010,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000311,PET000311,CL000058,2025-02-28,66.61,Cancelled,Customer Service,CS023,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000312,PET000312,CL000088,2025-02-28,35.35,Cancelled,Customer Service,CS012,Death of Pet,Payment Date Misunderstood,No
DH000313,PET000313,CL000028,2025-02-28,17.84,Cancelled,Retentions,RET027,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000314,PET000314,CL000173,2025-02-28,40.89,Void,Complaints,CMP002,Death of Pet,Payment Date Misunderstood,No
DH000315,PET000315,CL000131,2025-02-28,95.51,Cancelled,Retentions,RET027,Death of Pet,Payment Date Misunderstood,No
DH000316,PET000316,CL000108,2025-02-28,283.18,Cancelled,Retentions,RET011,Death of Pet,Payment Date Misunderstood,No
DH000317,PET000317,CL000077,2025-02-28,77.39,Void,Customer Service,CS007,Death of Pet,Agent Forgot,No
DH000318,PET000318,CL000182,2025-02-28,97.92,Cancelled,Retentions,RET004,Cancellation Before Premium Due,Agent Forgot,No
DH000319,PET000319,CL000173,2025-02-28,92.07,Cancelled,Claims,CLM009,Death of Pet,Agent Forgot,Yes
DH000320,PET000320,CL000042,2025-02-28,236.68,Cancelled,Customer Service,CS007,Death of Pet,Payment Date Misunderstood,No
DH000321,PET000321,CL000058,2025-02-28,78.07,Void,Claims,CLM005,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000322,PET000322,CL000081,2025-02-28,110.77,Void,Retentions,RET028,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH000323,PET000323,CL000194,2025-02-28,39.54,Void,Retentions,RET015,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000324,PET000324,CL000031,2025-02-28,27.15,Cancelled,Retentions,RET019,Death of Pet,Refund Mailbox Delay,Yes
DH000325,PET000325,CL000153,2025-02-28,9.36,Void,Customer Service,CS016,Death of Pet,Payment Date Misunderstood,No
DH000326,PET000326,CL000130,2025-02-28,31.73,Cancelled,Claims,CLM006,Death of Pet,Agent Forgot,No
DH000327,PET000327,CL000193,2025-02-28,101.77,Void,Customer Service,CS021,Cancellation from Renewal (Void),Agent Forgot,Yes
DH000328,PET000328,CL000030,2025-02-28,31.61,Cancelled,Claims,CLM006,Death of Pet,Agent Forgot,Yes
DH000329,PET000329,CL000025,2025-02-28,48.25,Void,Retentions,RET022,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000330,PET000330,CL000180,2025-02-28,87.07,Void,Retentions,RET022,Death of Pet,Payment Date Misunderstood,Yes
DH000331,PET000331,CL000065,2025-02-28,33.0,Cancelled,Retentions,RET021,Death of Pet,Agent Forgot,No
DH000332,PET000332,CL000159,2025-02-28,7.59,Cancelled,Retentions,RET017,Death of Pet,Payment Date Misunderstood,No
DH000333,PET000333,CL000098,2025-02-28,36.43,Void,Retentions,RET013,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000334,PET000334,CL000187,2025-02-28,97.87,Cancelled,Retentions,RET002,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000335,PET000335,CL000192,2025-03-31,86.3,Cancelled,Claims,CLM003,Death of Pet,Payment Date Misunderstood,No
DH000336,PET000336,CL000146,2025-03-31,92.57,Cancelled,Complaints,CMP004,Death of Pet,Payment Date Misunderstood,No
DH000337,PET000337,CL000085,2025-03-31,36.86,Cancelled,Retentions,RET007,Death of Pet,Agent Forgot,No
DH000338,PET000338,CL000146,2025-03-31,22.66,Cancelled,Retentions,RET008,Death of Pet,Agent Forgot,Yes
DH000339,PET000339,CL000115,2025-03-31,22.23,Void,Retentions,RET020,Cancellation from Renewal (Void),Waiting for Information,Yes
DH000340,PET000340,CL000068,2025-03-31,81.33,Void,Claims,CLM009,Cancellation from Renewal (Void),Agent Forgot,No
DH000341,PET000341,CL000010,2025-03-31,31.74,Cancelled,Customer Service,CS025,Death of Pet,Agent Forgot,No
DH000342,PET000342,CL000119,2025-03-31,13.63,Cancelled,Retentions,RET026,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000343,PET000343,CL000145,2025-03-31,98.39,Cancelled,Customer Service,CS012,Death of Pet,Payment Date Misunderstood,No
DH000344,PET000344,CL000053,2025-03-31,41.66,Void,Claims,CLM001,Death of Pet,Payment Date Misunderstood,No
DH000345,PET000345,CL000149,2025-03-31,16.96,Cancelled,Retentions,RET021,Death of Pet,Refund Mailbox Delay,No
DH000346,PET000346,CL000089,2025-03-31,29.29,Cancelled,Customer Service,CS005,Death of Pet,Payment Date Misunderstood,No
DH000347,PET000347,CL000093,2025-03-31,90.85,Cancelled,Retentions,RET011,Death of Pet,Payment Date Misunderstood,No
DH000348,PET000348,CL000006,2025-03-31,15.12,Void,Retentions,RET017,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000349,PET000349,CL000133,2025-03-31,219.88,Void,Retentions,RET024,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000350,PET000350,CL000124,2025-03-31,43.22,Cancelled,Claims,CLM003,Death of Pet,Refund Mailbox Delay,No
DH000351,PET000351,CL000097,2025-03-31,14.35,Cancelled,Customer Service,CS014,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000352,PET000352,CL000137,2025-03-31,14.71,Cancelled,Customer Service,CS001,Death of Pet,Payment Date Misunderstood,No
DH000353,PET000353,CL000124,2025-03-31,69.07,Cancelled,Customer Service,CS025,Death of Pet,Agent Forgot,No
DH000354,PET000354,CL000154,2025-03-31,70.44,Cancelled,Claims,CLM010,Death of Pet,Payment Date Misunderstood,No
DH000355,PET000355,CL000028,2025-03-31,36.07,Void,Retentions,RET012,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000356,PET000356,CL000143,2025-03-31,24.81,Cancelled,Retentions,RET010,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000357,PET000357,CL000031,2025-03-31,72.34,Cancelled,Retentions,RET007,Cancellation Before Premium Due,Waiting for Information,No
DH000358,PET000358,CL000014,2025-03-31,48.58,Cancelled,Retentions,RET030,Death of Pet,Payment Date Misunderstood,No
DH000359,PET000359,CL000103,2025-03-31,76.06,Cancelled,Customer Service,CS025,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000360,PET000360,CL000133,2025-03-31,11.35,Cancelled,Customer Service,CS008,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000361,PET000361,CL000023,2025-03-31,255.94,Cancelled,Customer Service,CS017,Cancellation Before Premium Due,Payment Date Misunderstood,Yes
DH000362,PET000362,CL000144,2025-03-31,169.63,Cancelled,Retentions,RET020,Death of Pet,Payment Date Misunderstood,No
DH000363,PET000363,CL000144,2025-03-31,3.3,Cancelled,Claims,CLM005,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH000364,PET000364,CL000194,2025-03-31,41.03,Cancelled,Claims,CLM001,Death of Pet,Payment Date Misunderstood,No
DH000365,PET000365,CL000059,2025-03-31,70.63,Cancelled,Customer Service,CS009,Death of Pet,Agent Forgot,Yes
DH000366,PET000366,CL000046,2025-03-31,24.15,Cancelled,Retentions,RET024,Death of Pet,Agent Forgot,No
DH000367,PET000367,CL000052,2025-03-31,91.82,Cancelled,Retentions,RET003,Cancellation Before Premium Due,Waiting for Information,No
DH000368,PET000368,CL000124,2025-03-31,22.62,Void,Claims,CLM010,Death of Pet,Refund Mailbox Delay,No
DH000369,PET000369,CL000148,2025-03-31,5.49,Void,Retentions,RET012,Cancellation from Renewal (Void),Agent Forgot,No
DH000370,PET000370,CL000133,2025-03-31,37.57,Cancelled,Customer Service,CS011,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000371,PET000371,CL000121,2025-03-31,168.63,Cancelled,Retentions,RET025,Death of Pet,Payment Date Misunderstood,No
DH000372,PET000372,CL000176,2025-03-31,14.0,Void,Customer Service,CS013,Death of Pet,Payment Date Misunderstood,No
DH000373,PET000373,CL000128,2025-03-31,8.99,Cancelled,Customer Service,CS011,Death of Pet,Payment Date Misunderstood,No
